Referência;Cor;TM;Qtdade;Valor;Total;Acrés.;Desc.;Líquido;Data
REST1244.2-CALÇA RETA;19-4052-Classic Blue TC;G;1;179,9;179,9;0;0;179,9;20/03/2026
REST1253.3-CAMISA CAVA DESLOCADA COM MARTINGALE;18-1664-Fiery Red TC;PP;1;149,9;149,9;0;0;149,9;20/03/2026
REST1343.1-BLUSA ASSIMÉTRICA BICOLOR MC;12-1005-Novelle Peach TC;M;-1;0;-119,9;0;0;-119,9;20/03/2026
REST1343.2-CALÇA WIDE LISA COS ELÁSTICO(REST1344);12-1005-Novelle Peach TC;M;-1;0;-149,9;0;0;-149,9;20/03/2026
REST1495.1-BLUSA COM DETALHEM EM FRANZIDO LATERAL;19-0000-Raven TC;M;2;79,9;159,8;0;0;159,8;20/03/2026
REST1495.2-CALÇA WIDE COM CÓS DE ELÁSTICO;19-0000-Raven TC;P;1;129,9;129,9;0;0;129,9;20/03/2026
REST1500.1-BLAZER OVER;19-0512-Ivy Green TC;M;1;259,9;259,9;0;0;259,9;20/03/2026
REST1500.2-CALÇA RETA C/ PREGAS;19-0512-Ivy Green TC;P;1;159,9;159,9;0;0;159,9;20/03/2026
REST1507-BLUSA DE RENDA MANGA CURTA;16-1210-Light Taupe TC;P;1;79,9;79,9;0;27,2;52,7;20/03/2026
REST1507-BLUSA DE RENDA MANGA CURTA;19-0000-Raven TC;M;1;79,9;79,9;0;0;79,9;20/03/2026
REST1517-BOLSA HOBO BAG DE PALHA;12-0000-White Swan TC;Padrão;1;89,9;89,9;0;4,5;85,4;20/03/2026
REST1523.1-BLUSA MANGA CURTA MALHA CANELADA;18-0430-Avocado TC;PP;1;99,9;99,9;0;0;99,9;20/03/2026
REST1523.2-CALÇA RETA MALHA CANELADA;18-0430-Avocado TC;P;1;129,9;129,9;0;0;129,9;20/03/2026
REST1534.1-REGATA COM VISTA FUNCIONAL;17-6009-Laurel Wreath TC;P;1;139,9;139,9;0;64,2;75,7;20/03/2026
REST1534.2-SAIA COM FENDAS LATERAIS E AMARRAÇÃO;17-6009-Laurel Wreath TC;P;1;159,9;159,9;0;73,38;86,52;20/03/2026
REST1536.1-REGATA COM DETALHES EM RENDA;15-3919-SERENITY;M;1;109,9;109,9;0;19,5;90,4;20/03/2026
REST1536.2-CALÇA BÁSICA COM CÓS DE ELÁSTICO;14-3207-Pink Lavender TC;PP;1;139,9;139,9;0;0;139,9;20/03/2026
REST1544.1-COLETE AMARRAÇÃO COSTAS;19-0000-Raven TC;G;1;149,9;149,9;0;0;149,9;20/03/2026
REST1544.2-SAIA MIDI CÓS ELÁSTICO;18-3922-Coronet Blue TC;P;1;149,9;149,9;0;0;149,9;20/03/2026
REST1544.2-SAIA MIDI CÓS ELÁSTICO;19-0000-Raven TC;P;1;149,9;149,9;0;0;149,9;20/03/2026
REST1544.2-SAIA MIDI CÓS ELÁSTICO;19-0000-Raven TC;G;1;149,9;149,9;0;0;149,9;20/03/2026
REST1546-CALÇA COM ELÁSTICO NA BARRA;16-0928-Curry TC;G;1;179,9;179,9;0;0;179,9;20/03/2026
REST1554-TSHIRT ESTAMPADA MANGA CURTA;19-0912-Chocolate Brown TC;M;1;109,9;109,9;0;0;109,9;20/03/2026
REST1556-CALÇA COM ESTAMPA LATERAL;19-0915-Coffee Bean;PP;1;169,9;169,9;0;0;169,9;20/03/2026
REST1564.1-TOP TOMARA-QUE-CAIA;19-2430-Purple Potion TC;PP;1;119,9;119,9;0;54,14;65,76;20/03/2026
REST1566-BLUSA POLO DE LISTRAS;19-2118-Winetasting TC;P;1;149,9;149,9;0;7,5;142,4;20/03/2026
REST1580-BODY COM GOLA ALTA;11-0602-Snow White TC;P;1;79,9;79,9;0;27,2;52,7;20/03/2026
REST1581-BODY BÁSICO MANGA LONGA;19-1420-Deep Mahogany TC;P;-1;0;-89,9;0;0;-89,9;20/03/2026
REST1591-CAMISA MANGA LONGA COM GRAVATA;16-4033-Granada Sky;P;1;198,9;198,9;0;35,3;163,6;20/03/2026
REST1605-CALÇA JEANS RETA 201409;19-0000-Raven TC;40;1;179,9;179,9;0;14,39;165,51;20/03/2026
REST1606-CALÇA JEANS BAGGY COLOR 201294;19-0000-Raven TC;38;1;189,9;189,9;0;9,49;180,41;20/03/2026
RIT2940.1-CAMISA MANGA LONGA RECONDUÇÃO REST0662.1;CC0040-E-SV25R015 FOLHAGENS ALT1;PP;1;89,9;89,9;0;38,21;51,69;20/03/2026
REST0038.1-KIMONO ESTAMPADO (REST0038);12-0000-White Swan TC;PP;1;169,9;169,9;0;26,8;143,1;21/03/2026
REST0135-BLUSA BABADOS;11-0602-Snow White TC;M;1;89,9;89,9;0;44,95;44,95;21/03/2026
REST0530-CAMISA GOLA POLO;19-0000-Raven TC;GG;1;99,9;99,9;0;65,38;34,52;21/03/2026
REST0808.1-BLUSA MANGA LONGA;18-1614-Nocturne TC;PP;1;135,9;135,9;0;63,75;72,15;21/03/2026
REST0808.2-CALÇA WIDE COM PREGA ;18-1614-Nocturne TC;M;1;169,9;169,9;0;79,7;90,2;21/03/2026
REST0915-SAIA C/ MARIA E BABADOS;19-0000-Raven TC;PP;1;209,9;209,9;0;38,51;171,39;21/03/2026
REST0928-CAMISA TRICOLINE COM BOTÃO JOIA;16-3929-Grapemist TC;G;1;159,9;159,9;0;104,64;55,26;21/03/2026
REST0942-CAMISA DECOTE V;19-0000-Raven TC;M;1;129,9;129,9;0;60,94;68,96;21/03/2026
REST0968-JAQUETA SUEDE;19-1725-Tawny Port TC;G;1;369,9;369,9;0;173,52;196,38;21/03/2026
REST0982.2-CALÇA C/ PREGAS FRONTAIS;19-0000-Raven TC;PP;1;179,9;179,9;0;28,38;151,52;21/03/2026
REST0999.2-CALÇA RETA RECONDUÇÃO REST0798.2;19-0000-Raven TC;P;1;159,9;159,9;0;79,95;79,95;21/03/2026
REST1035.1-JAQUETA BOLSOS;19-0000-Raven TC;M;1;199,9;199,9;0;93,78;106,12;21/03/2026
REST1037.2-CALÇA RETA  RECONDUÇAO REST0806;19-0000-Raven TC;M;1;169,9;169,9;0;79,7;90,2;21/03/2026
REST1039.1-BLAZER C/ AMARRAÇÃO;18-0322-Cypress TC;M;1;195,9;195,9;0;78,19;117,71;21/03/2026
REST1039.3-SHORT- SAIA  LISTRADO;18-0322-Cypress TC;M;1;159,9;159,9;0;63,82;96,08;21/03/2026
REST1085-CALÇA COM ELASTICO NO CÓS;19-0000-Raven TC;M;1;189,9;189,9;0;89,08;100,82;21/03/2026
REST1088-BLUSA COM AMARRAÇAO;19-0000-Raven TC;GG;1;129,9;129,9;0;38,12;91,78;21/03/2026
REST1089-SAIA COM RECORTE ASSIMETRICO;19-0000-Raven TC;PP;1;169,9;169,9;0;7,11;162,79;21/03/2026
REST1090-CAMISA COM FBABADO NA VISTA;15-2215-Begonia Pink TC;G;1;179,9;179,9;0;47,64;132,26;21/03/2026
REST1103-VESTIDO GOLA BLAZER;18-3945-Amparo Blue TC;P;1;219,9;219,9;0;103,38;116,52;21/03/2026
REST1152-COLETE COM BOLSOS;17-1463-Tangerine Tango ;M;1;219,9;219,9;0;109,95;109,95;21/03/2026
REST1161.2-CALÇA DE ALFAIATARIA;17-1463-Tangerine Tango ;M;1;179,9;179,9;0;89,95;89,95;21/03/2026
REST1209.1-COLETE COM DETALHE EM RECORTES E AMARRAÇÃO;18-1649-Deep Sea Coral TC;PP;1;169,9;169,9;0;7,11;162,79;21/03/2026
REST1209.1-COLETE COM DETALHE EM RECORTES E AMARRAÇÃO;18-1649-Deep Sea Coral TC;P;1;169,9;169,9;0;7,11;162,79;21/03/2026
REST1222.1-TOP TOMARA QUE CAIA COM FENDA LATERAL;18-1664-Fiery Red TC;M;1;149,9;149,9;0;0;149,9;21/03/2026
REST1241.1-REGATA COM FORRO;19-1419-Chicarry Coffe;P;1;99,9;99,9;0;0;99,9;21/03/2026
REST1241.2-CALÇA ALFAIATARIA CREPONADA;19-1419-Chicarry Coffe;M;1;239,9;239,9;0;0;239,9;21/03/2026
REST1244.1-BLUSA MANGA CURTA;19-0000-Raven TC;PP;2;89,9;179,8;0;7,53;172,27;21/03/2026
REST1286-VESTIDO MIDI C/ ALÇAS;18-0426-Capulet Olive TC;PP;1;179,9;179,9;0;0;179,9;21/03/2026
REST1307-VESTIDO AMPLO COM FRANZIDOS;19-1223-Downtown Brown;PP;1;169,9;169,9;0;3,59;166,31;21/03/2026
REST1322-CAMISA LISTRAS;14-0115-Foam Green TC;PP;1;159;159;0;0;159;21/03/2026
REST1322-CAMISA LISTRAS;15-2214-Rosebloom TC;PP;1;159;159;0;0;159;21/03/2026
REST1350-BRINCO METAL FOSCO - 1056867 59,9;1-Padrão;Padrão;1;59,9;59,9;0;9,45;50,45;21/03/2026
REST1377-BRINCO - 1060207 39,9;1-Padrão;Padrão;1;39,9;39,9;0;0;39,9;21/03/2026
REST1415-COLAR LONGO METAL - 2032302 49,9;1-Padrão;Padrão;1;49,9;49,9;0;0;49,9;21/03/2026
REST1416-BRACELETE METAL - 3009324 59,9;1-Padrão;Padrão;1;59,9;59,9;0;9,45;50,45;21/03/2026
REST1441-CALÇA JEANS CROPPED;1-Padrão;38;1;199,9;199,9;0;8,37;191,53;21/03/2026
REST1495.2-CALÇA WIDE COM CÓS DE ELÁSTICO;19-0000-Raven TC;M;1;129,9;129,9;0;2,74;127,16;21/03/2026
REST1498-REGATA COM RENDA;19-1419-Chicarry Coffe;PP;1;119,9;119,9;0;22;97,9;21/03/2026
REST1534.1-REGATA COM VISTA FUNCIONAL;19-1223-Downtown Brown;PP;1;139,9;139,9;0;5,86;134,04;21/03/2026
REST1534.1-REGATA COM VISTA FUNCIONAL;19-1223-Downtown Brown;M;2;139,9;279,8;0;5,86;273,94;21/03/2026
REST1534.2-SAIA COM FENDAS LATERAIS E AMARRAÇÃO;19-1223-Downtown Brown;PP;1;159,9;159,9;0;6,7;153,2;21/03/2026
REST1534.2-SAIA COM FENDAS LATERAIS E AMARRAÇÃO;19-1223-Downtown Brown;P;1;159,9;159,9;0;6,7;153,2;21/03/2026
REST1534.2-SAIA COM FENDAS LATERAIS E AMARRAÇÃO;19-1223-Downtown Brown;M;2;159,9;319,8;0;0;319,8;21/03/2026
REST1534.2-SAIA COM FENDAS LATERAIS E AMARRAÇÃO;19-1223-Downtown Brown;G;1;159,9;159,9;0;3,37;156,53;21/03/2026
REST1534.2-SAIA COM FENDAS LATERAIS E AMARRAÇÃO;19-1223-Downtown Brown;GG;1;159,9;159,9;0;75,17;84,73;21/03/2026
REST1536.2-CALÇA BÁSICA COM CÓS DE ELÁSTICO;15-3919-SERENITY;P;1;139,9;139,9;0;25,67;114,23;21/03/2026
REST1544.1-COLETE AMARRAÇÃO COSTAS;19-0000-Raven TC;P;1;149,9;149,9;0;0;149,9;21/03/2026
REST1558-BLUSA ALONGADA ASSIMÉTRICA;18-1148-Caramel Café;P;1;119,9;119,9;0;9,9;110;21/03/2026
REST1580-BODY COM GOLA ALTA;19-0000-Raven TC;M;1;79,9;79,9;0;0;79,9;21/03/2026
REST1587.1-BLUSA GOLA DEGAGÊ;17-0942-Medal Bronze TC;G;1;99,9;99,9;0;0;99,9;21/03/2026
REST1587.2-CALÇA COM AMARRAÇÃO;17-0942-Medal Bronze TC;G;1;139,9;139,9;0;0;139,9;21/03/2026
REST1592-REGATA DE ALÇAS COM RENDA;RST0022-E-RSV26R027 LISTRINHA OFF V6 - SPOT BRANCO - IN2 W100;P;1;129,9;129,9;0;0;129,9;21/03/2026
REST1605-CALÇA JEANS RETA 201409;19-0000-Raven TC;38;2;179,9;359,8;0;7,53;352,27;21/03/2026
REST1605-CALÇA JEANS RETA 201409;19-0000-Raven TC;40;1;179,9;179,9;0;0;179,9;21/03/2026
REST1605-CALÇA JEANS RETA 201409;19-0000-Raven TC;42;1;179,9;179,9;0;0;179,9;21/03/2026
REST1605-CALÇA JEANS RETA 201409;DENIM MEDI-DENIM MÉDIO;36;1;179,9;179,9;0;7,53;172,37;21/03/2026
REST1605-CALÇA JEANS RETA 201409;DENIM MEDI-DENIM MÉDIO;38;1;179,9;179,9;0;7,53;172,37;21/03/2026
REST1675-BRACELETE METAL 3010585 R$ 69,90;1-Padrão;Padrão;1;69,9;69,9;0;0;69,9;21/03/2026
REST1683-BRACELETE METAL 3011269 R$ 29,90;1-Padrão;Padrão;1;29,9;29,9;0;4,72;25,18;21/03/2026
REST1691-KIT BRACELETE METAL 3011300 R$ 129,90;1-Padrão;Padrão;1;129,9;129,9;0;20,49;109,41;21/03/2026
REST3002S-BOLSA PRESENTE PAPEL CORES;1-Padrão;Padrão;1;5,9;5,9;0;0;5,9;21/03/2026
REST0195-SAIA MIDI PLISSADA RENDA ;19-0000-Raven TC;G;1;149,9;149,9;0;74,95;74,95;23/03/2026
REST0808.1-BLUSA MANGA LONGA;19-3712-Nightshade TC;G;1;135,9;135,9;0;67,95;67,95;23/03/2026
REST0808.2-CALÇA WIDE COM PREGA ;18-1614-Nocturne TC;PP;1;169,9;169,9;0;46,6;123,3;23/03/2026
REST0808.2-CALÇA WIDE COM PREGA ;19-3712-Nightshade TC;G;1;169,9;169,9;0;84,95;84,95;23/03/2026
REST0835-VESTIDO C/ MARIAS;19-0000-Raven TC;G;1;199,9;199,9;0;15,26;184,64;23/03/2026
REST0877-VESTIDO CURTO COM RECORTES;19-0000-Raven TC;G;1;139,9;139,9;0;69,95;69,95;23/03/2026
REST0882.1-REGATA MALHA COM AMARRAÇÃO;18-1631-Earth Red TC;GG;1;89,9;89,9;0;22,89;67,01;23/03/2026
REST0890.1-BLAZER OVER;14-4210-Celestial Blue TC;G;1;279,9;279,9;0;139,95;139,95;23/03/2026
REST0916-VESTIDO MANGA LONGA;19-0000-Raven TC;P;1;189,9;189,9;0;13,27;176,63;23/03/2026
REST0968-JAQUETA SUEDE;18-5806-CINZA (Ageve Green TCX);M;1;369,9;369,9;0;157,19;212,71;23/03/2026
REST0995.2-SAIA SLIP;19-1429-Smoked Paprika;PP;1;109,9;109,9;0;54,95;54,95;23/03/2026
REST1013.1-BLAZER COM LAPELA RECONDUÇAO REST0817;18-0832-Plantation TC;G;1;269,9;269,9;0;134,95;134,95;23/03/2026
REST1013.2-COLETE COM BOTÕES RECONDUÇAO RRST0259;18-0832-Plantation TC;M;1;139,9;139,9;0;69,95;69,95;23/03/2026
REST1037.1-COLETE ALONGADO RECONDUÇAO DA RRST0264;19-0000-Raven TC;P;1;215,9;215,9;0;54,97;160,93;23/03/2026
REST1061-BLAZER TRANSPASSADO RECONDUÇÃO REST0890.1;19-1223-Downtown Brown;M;1;279,9;279,9;0;139,95;139,95;23/03/2026
REST1063.1-BLUSA MANGA LONGA C/ CINTO;19-0000-Raven TC;P;1;139,9;139,9;0;35,62;104,28;23/03/2026
REST1073.1-JAQUETA AMPLA;18-1244-Ginger Bread TC;P;1;195,9;195,9;0;83,25;112,65;23/03/2026
REST1089-SAIA COM RECORTE ASSIMETRICO;19-0000-Raven TC;GG;1;169,9;169,9;0;51,58;118,32;23/03/2026
REST1089-SAIA COM RECORTE ASSIMETRICO;19-4052-Classic Blue TC;PP;1;169,9;169,9;0;84,95;84,95;23/03/2026
REST1211.2-CALÇA DE ALFAIATARIA EM LAISE;16-4018-AZUL (Ashleigh Blue TC);PP;1;259,9;259,9;0;127,77;132,13;23/03/2026
REST1292.1-BLUSA DE LAISE;11-0601-Bright White TC;M;1;169,9;169,9;0;11,87;158,03;23/03/2026
REST1292.1-BLUSA DE LAISE;12-0000-White Swan TC;M;1;169,9;169,9;0;0,08;169,82;23/03/2026
REST1292.2-CALÇA DE LAISE RETA;12-0000-White Swan TC;P;1;229,9;229,9;0;0,12;229,78;23/03/2026
REST1350-BRINCO METAL FOSCO - 1056867 59,9;1-Padrão;Padrão;1;59,9;59,9;0;4,57;55,33;23/03/2026
REST1495.2-CALÇA WIDE COM CÓS DE ELÁSTICO;19-0000-Raven TC;G;1;129,9;129,9;0;0;129,9;23/03/2026
REST1500.1-BLAZER OVER;18-3922-Coronet Blue TC;GG;1;259,9;259,9;0;19,84;240,06;23/03/2026
REST1500.1-BLAZER OVER;19-0512-Ivy Green TC;GG;1;259,9;259,9;0;19,84;240,06;23/03/2026
REST1500.2-CALÇA RETA C/ PREGAS;19-0512-Ivy Green TC;GG;1;159,9;159,9;0;12,21;147,69;23/03/2026
REST1507-BLUSA DE RENDA MANGA CURTA;19-0000-Raven TC;M;1;79,9;79,9;0;0;79,9;23/03/2026
REST1526-BLUSA C/ FRANZIDOS NO OMBRO;13-1010-Gray Sand TC;G;1;109,9;109,9;0;33,37;76,53;23/03/2026
REST1534.1-REGATA COM VISTA FUNCIONAL;19-1223-Downtown Brown;M;1;139,9;139,9;0;0;139,9;23/03/2026
REST1534.2-SAIA COM FENDAS LATERAIS E AMARRAÇÃO;19-1223-Downtown Brown;P;1;159,9;159,9;0;0;159,9;23/03/2026
REST1544.1-COLETE AMARRAÇÃO COSTAS;18-3922-Coronet Blue TC;M;1;149,9;149,9;0;0;149,9;23/03/2026
REST1549-VESTIDO MIDI C/ MANGA BUFANTE;19-0000-Raven TC;GG;1;229,9;229,9;0;17,55;212,35;23/03/2026
REST1566-BLUSA POLO DE LISTRAS;19-2118-Winetasting TC;P;1;149,9;149,9;0;0;149,9;23/03/2026
REST1567-BLUSA COM PONTA;19-0000-Raven TC;G;1;159,9;159,9;0;0;159,9;23/03/2026
REST1568-VESTIDO REGATA LONGO;17-0517-Dusky Green TC;P;1;159,9;159,9;0;11,17;148,73;23/03/2026
REST1581-BODY BÁSICO MANGA LONGA;19-0000-Raven TC;P;1;89,9;89,9;0;22,89;67,01;23/03/2026
REST1581-BODY BÁSICO MANGA LONGA;19-0000-Raven TC;M;1;89,9;89,9;0;6,28;83,62;23/03/2026
REST1581-BODY BÁSICO MANGA LONGA;19-1420-Deep Mahogany TC;P;1;89,9;89,9;0;22,89;67,01;23/03/2026
REST1581-BODY BÁSICO MANGA LONGA;19-1420-Deep Mahogany TC;M;1;89,9;89,9;0;6,28;83,62;23/03/2026
REST1605-CALÇA JEANS RETA 201409;DENIM MEDI-DENIM MÉDIO;38;1;179,9;179,9;0;11,51;168,39;23/03/2026
REST1606-CALÇA JEANS BAGGY COLOR 201294;19-0000-Raven TC;38;1;189,9;189,9;0;9,9;180;23/03/2026
REST1674-BRACELETE METAL FOSCO 3010053 R$ 69,90;1-Padrão;Padrão;1;69,9;69,9;0;0;69,9;23/03/2026
REST1675-BRACELETE METAL 3010585 R$ 69,90;1-Padrão;Padrão;2;69,9;139,8;0;0;139,8;23/03/2026
REST1684-KIT BRACELETE METAL 3011276 R$ 39,90;1-Padrão;Padrão;1;39,9;39,9;0;10,94;28,96;23/03/2026
REST3004-CINTO METAL ELOS REDONDOS 202222;4-DOURADO;Padrão;1;49,9;49,9;0;3,81;46,09;23/03/2026
REST0445.1-BLAZER ALFAIATARIA (REST0445);19-1863-Scooter;P;1;169,9;169,9;0;84,95;84,95;24/03/2026
REST0445.2-CALÇA CARGO (REST0480);19-1863-Scooter;M;1;129,9;129,9;0;64,95;64,95;24/03/2026
REST0955.1-BLUSA GOLO POLO;19-0000-Raven TC;G;1;115,9;115,9;0;50,77;65,13;24/03/2026
REST0958.1-BLUSA BICOLOR C/ V NO DECOTE;19-0000-Raven TC;G;1;169,9;169,9;0;74,43;95,47;24/03/2026
REST0958.2-CALÇA BARRA LARGA COM DETALHE LATERAL;19-0000-Raven TC;GG;1;199,9;199,9;0;87,57;112,33;24/03/2026
REST0960-JAQUETA ALONGADA;19-0000-Raven TC;G;1;349,9;349,9;0;153,28;196,62;24/03/2026
REST0960-JAQUETA ALONGADA;19-1526-Dark Red Brown TC;P;1;349,9;349,9;0;52,8;297,1;24/03/2026
REST1031.1-COLETE XADREZ;19-0000-Raven TC;GG;1;159,9;159,9;0;29,21;130,69;24/03/2026
REST1058.1-BLUSA C/ ZÍPER;19-4118-Dark Denim TC;G;1;155,9;155,9;0;68,29;87,61;24/03/2026
REST1058.2-CALÇA C/ CÓS DE ELÁSTICO;19-4118-Dark Denim TC;GG;1;145,9;145,9;0;63,91;81,99;24/03/2026
REST1085-CALÇA COM ELASTICO NO CÓS;17-1227-Cafe ?au ?lait TC;G;1;189,9;189,9;0;78,84;111,06;24/03/2026
REST1152-COLETE COM BOLSOS;17-1336-Bran TC;G;1;219,9;219,9;0;61,38;158,52;24/03/2026
REST1161.1-TOP COM PREGAS;17-1336-Bran TC;GG;1;139,9;139,9;0;58,08;81,82;24/03/2026
REST1161.2-CALÇA DE ALFAIATARIA;17-1336-Bran TC;GG;1;179,9;179,9;0;50,21;129,69;24/03/2026
REST1167.2-CALÇA COM DETALHE CONTRASTANTE;19-0000-Raven TC;G;1;189,9;189,9;0;34,69;155,21;24/03/2026
REST1171-CALÇA FEMININA CINTURA ALTA BALOOM - CF203;DENIN-DENIN;40;1;149,9;149,9;0;7,7;142,2;24/03/2026
REST1211.1-CAMISA BÁSICA DE LAISE;16-4018-AZUL (Ashleigh Blue TC);M;1;249,9;249,9;0;0;249,9;24/03/2026
REST1244.2-CALÇA RETA;19-0000-Raven TC;G;1;179,9;179,9;0;32,86;147,04;24/03/2026
REST1266-VESTIDO DE ALÇA COM PASSANTE;19-3923-Navy Blazer;M;1;179,9;179,9;0;0;179,9;24/03/2026
REST1334-VESTIDO MIDI REGATA;17-1563-Cherry TC;P;1;229,9;229,9;0;0;229,9;24/03/2026
REST1507-BLUSA DE RENDA MANGA CURTA;19-0000-Raven TC;G;1;79,9;79,9;0;0;79,9;24/03/2026
REST1521.1-CAMISA DE LINHO MANGA CURTA;17-0636-Green Moss TC;P;1;129,9;129,9;0;0;129,9;24/03/2026
REST1521.1-CAMISA DE LINHO MANGA CURTA;17-0636-Green Moss TC;G;1;129,9;129,9;0;56,91;72,99;24/03/2026
REST1521.2-SHORT DE LINHO C/ PREGAS;17-0636-Green Moss TC;M;1;129,9;129,9;0;0;129,9;24/03/2026
REST1521.2-SHORT DE LINHO C/ PREGAS;17-0636-Green Moss TC;GG;1;129,9;129,9;0;56,91;72,99;24/03/2026
REST1533-REGATA BICOLOR C/ ZIPER LATERAL;19-0000-Raven TC;G;1;129,9;129,9;0;23,73;106,17;24/03/2026
REST1533-REGATA BICOLOR C/ ZIPER LATERAL;19-0000-Raven TC;GG;1;129,9;129,9;0;0;129,9;24/03/2026
REST1534.1-REGATA COM VISTA FUNCIONAL;19-1223-Downtown Brown;M;2;139,9;279,8;0;21,11;258,69;24/03/2026
REST1534.2-SAIA COM FENDAS LATERAIS E AMARRAÇÃO;19-1223-Downtown Brown;M;2;159,9;319,8;0;24,13;295,67;24/03/2026
REST1566-BLUSA POLO DE LISTRAS;19-2118-Winetasting TC;P;1;149,9;149,9;0;22,62;127,28;24/03/2026
REST1568-VESTIDO REGATA LONGO;19-2430-Purple Potion TC;M;1;159,9;159,9;0;0;159,9;24/03/2026
REST1571-VESTIDO CHEMISE COM MARIAS;19-1724-Cabernet;M;1;199,9;199,9;0;30,17;169,73;24/03/2026
REST1571-VESTIDO CHEMISE COM MARIAS;19-1724-Cabernet;GG;1;199,9;199,9;0;87,57;112,33;24/03/2026
REST1591-CAMISA MANGA LONGA COM GRAVATA;18-3937-Blue Yonder TC;P;1;198,9;198,9;0;0;198,9;24/03/2026
REST3002S-BOLSA PRESENTE PAPEL CORES;1-Padrão;Padrão;1;5,9;5,9;0;3,6;2,3;24/03/2026
RIT2834-REGATA RECONDUÇÃO REST0043;11-0601-Bright White TC;G;1;29,9;29,9;0;8,35;21,55;24/03/2026
REST0041-BLAZER COM BOTOES ;14-1108-Wood Ash TC;P;1;299,9;299,9;0;149,95;149,95;25/03/2026
REST0151.2-CALÇA C/ COS TRANSPASSADO (REST0148);19-0000-Raven TC;P;1;119,9;119,9;0;65,79;54,11;25/03/2026
REST0727.1-CORSET COM BOTOES ALFAIATARIA;19-0000-Raven TC;PP;1;99,9;99,9;0;49,95;49,95;25/03/2026
REST0875.2-BERMUDA COM PREGAS;19-0000-Raven TC;G;1;149,9;149,9;0;48,89;101,01;25/03/2026
REST0926-CALÇA COM FIVELA;18-1229-Carob Brown TC;P;1;199,9;199,9;0;99,95;99,95;25/03/2026
REST0958.2-CALÇA BARRA LARGA COM DETALHE LATERAL;19-0000-Raven TC;M;1;199,9;199,9;0;52,61;147,29;25/03/2026
REST1037.1-COLETE ALONGADO RECONDUÇAO DA RRST0264;19-0000-Raven TC;M;1;215,9;215,9;0;32,57;183,33;25/03/2026
REST1069.1-COLETE ALONGADO BOLSO FAKE;12-0826-Golden Haze TC;M;1;219,9;219,9;0;83,43;136,47;25/03/2026
REST1071.1-BLUSA TRANSPASSADA MANGA LONGA;19-0000-Raven TC;P;1;129,9;129,9;0;38,38;91,52;25/03/2026
REST1122-SAIA BABADOS;19-1317-Bitter Chocolate TC;P;1;151,9;151,9;0;123,89;28,01;25/03/2026
REST1147.1-BLAZER CROPPED RISCA GIZ;19-0000-Raven TC;P;1;249,9;249,9;0;137,11;112,79;25/03/2026
REST1165.2-CALÇA COM PREGAS;18-1444-Red Earth TC;P;1;179,9;179,9;0;0;179,9;25/03/2026
REST1171-CALÇA FEMININA CINTURA ALTA BALOOM - CF203;DENIN-DENIN;42;1;149,9;149,9;0;0;149,9;25/03/2026
REST1172-CALÇA FEMININA CINTURA ALTA RETA - CF238;19-1110-CHOCOLATE PLUM;42;1;169,9;169,9;0;25,63;144,27;25/03/2026
REST1175-CALÇA FEMININA CINTURA ALTA TRANSPASSADA - CF244;DENIN-DENIN;42;1;169,9;169,9;0;25,63;144,27;25/03/2026
REST1187.1-BLUSA OMBRO SÓ;18-1444-Red Earth TC;P;1;149,9;149,9;0;0;149,9;25/03/2026
REST1211.1-CAMISA BÁSICA DE LAISE;16-4018-AZUL (Ashleigh Blue TC);P;1;249,9;249,9;0;0;249,9;25/03/2026
REST1211.2-CALÇA DE ALFAIATARIA EM LAISE;16-4018-AZUL (Ashleigh Blue TC);P;1;259,9;259,9;0;0;259,9;25/03/2026
REST1258.1-TOP DE ALÇAS C/ BOTÕES;19-0000-Raven TC;M;1;139,9;139,9;0;0;139,9;25/03/2026
REST1268-VESTIDO MIDI COM PREGAS;12-0605-Angora TC;P;-1;0;-179,9;0;0;-179,9;25/03/2026
REST1268-VESTIDO MIDI COM PREGAS;12-0605-Angora TC;G;-1;0;-179,9;0;0;-179,9;25/03/2026
REST1322-CAMISA LISTRAS;18-3937-Blue Yonder TC;PP;1;159;159;0;0;159;25/03/2026
REST1443-CALÇA RETA CF207;1-Padrão;38;1;199,9;199,9;0;1;198,9;25/03/2026
REST1502.1-REGATA COM DETALHE EM BABADOS;12-0703-Seedpearl TC;G;1;119,9;119,9;0;0;119,9;25/03/2026
REST1512.2-CALÇA BÁSICA COM CÓS DE ELÁSTICO;19-1724-Cabernet;P;1;139,9;139,9;0;0;139,9;25/03/2026
REST1541-VESTIDO MIDI CACHECOUER;17-5912-Dark Ivy TC;P;1;169,9;169,9;0;0;169,9;25/03/2026
REST1547-BLUSA AMARRAÇÃO COSTAS;19-0000-Raven TC;M;1;139,9;139,9;0;0;139,9;25/03/2026
REST1548-BLUSA COM BABADO NA BARRA;19-0000-Raven TC;PP;1;99,9;99,9;0;0;99,9;25/03/2026
REST1550.1-CAMISA MANGA CURTA LISA;11-0602-Snow White TC;P;1;159,9;159,9;0;0;159,9;25/03/2026
REST1550.2-CALÇA RETA COM BOLSO FACA;11-0602-Snow White TC;P;-1;0;-198,9;0;0;-198,9;25/03/2026
REST1550.2-CALÇA RETA COM BOLSO FACA;11-0602-Snow White TC;M;1;198,9;198,9;0;0;198,9;25/03/2026
