Referência;Cor;TM;Qtdade;Valor;Total;Acrés.;Desc.;Líquido;Data
REST1071.1-BLUSA TRANSPASSADA MANGA LONGA;19-1235-Brunette TC;P;1;129,9;129,9;0;32,11;97,79;05/03/2026
REST1071.2-CALÇA COM PREGAS;19-1235-Brunette TC;P;1;119,9;119,9;0;29,64;90,26;05/03/2026
REST1077.1-BLAZER COM BOLSO;13-0922-Straw TC;P;1;269,9;269,9;0;129,29;140,61;05/03/2026
REST1087-VESTIDO MID COM BOTOES;18-1110-Brindle TC;P;1;229,9;229,9;0;110,13;119,77;05/03/2026
REST1089-SAIA COM RECORTE ASSIMETRICO;17-1227-Cafe ?au ?lait TC;GG;1;169,9;169,9;0;28,33;141,57;05/03/2026
REST1097.1-BLAZER ALFAIATARIA COM BOLSOS;18-1664-Fiery Red TC;M;1;279,9;279,9;0;115,83;164,07;05/03/2026
REST1097.2-CALÇA RETA;18-1664-Fiery Red TC;M;1;199,9;199,9;0;82,73;117,17;05/03/2026
REST1116.1-BLAZER MANGA LONGA COM TRANSPASSE;19-3925-Patriot Blue TC;P;1;219,9;219,9;0;68,93;150,97;05/03/2026
REST1116.2-CALÇA CROPPED BARRA VIRADA;19-3925-Patriot Blue TC;M;1;199,9;199,9;0;62,66;137,24;05/03/2026
REST1123.1-CASACO DE LINHO;11-4300-Marshmallow TC;G;1;189,9;189,9;0;69,73;120,17;05/03/2026
REST1159-CORSET ESTRUTURADO;11-0602-Snow White TC;G;1;169,9;169,9;0;0;169,9;05/03/2026
REST1161.2-CALÇA DE ALFAIATARIA;11-4300-Marshmallow TC;M;1;179,9;179,9;0;62,31;117,59;05/03/2026
REST1165.1-CAMISA COM DETALHE DE BOTÕES;18-1444-Red Earth TC;P;1;199,9;199,9;0;49,41;150,49;05/03/2026
REST1187.2-CALÇA PIJAMA;18-1444-Red Earth TC;PP;1;159,9;159,9;0;39,53;120,37;05/03/2026
REST1199.2-CALÇA RETA COM CÓS ELÁSTICO;17-0535-Green Olive TC;P;1;159,9;159,9;0;50,12;109,78;05/03/2026
REST1237-CINTO COM FIVELA DE TRANSPASSE;17-1224-Camel TC;Padrão;1;39,9;39,9;0;0;39,9;05/03/2026
REST1268-VESTIDO MIDI COM PREGAS;12-0605-Angora TC;P;1;179,9;179,9;0;0;179,9;05/03/2026
REST1376-BRINCO METAL - 1060017  39,9;1-Padrão;Padrão;1;39,9;39,9;0;13,82;26,08;05/03/2026
REST1377-BRINCO - 1060207 39,9;1-Padrão;Padrão;1;39,9;39,9;0;13,82;26,08;05/03/2026
REST1402-COLAR METAL - 2030506 59,9;1-Padrão;Padrão;1;59,9;59,9;0;28,69;31,21;05/03/2026
REST1459-COLAR ABS 2032252;1-Padrão;Padrão;1;39,9;39,9;0;0;39,9;05/03/2026
REST1460-COLAR METAL 2032287;1-Padrão;Padrão;1;99,9;99,9;0;16,66;83,24;05/03/2026
REST1507-BLUSA DE RENDA MANGA CURTA;16-1210-Light Taupe TC;G;1;79,9;79,9;0;0;79,9;05/03/2026
REST1509.1-REGATA JUSTA PONTA ASSIMETRICA RENDA;19-0000-Raven TC;G;1;79,9;79,9;0;0;79,9;05/03/2026
REST1512.1-BLUSA MANGA CURTA COM DECOTE V;19-1724-Cabernet;M;1;139,9;139,9;0;0;139,9;05/03/2026
REST1512.2-CALÇA BÁSICA COM CÓS DE ELÁSTICO;19-1724-Cabernet;M;1;139,9;139,9;0;0;139,9;05/03/2026
REST1528.1-BLUSA ASSIMETRICA;18-1015-Shitake TC;G;1;119,9;119,9;0;0;119,9;05/03/2026
REST1528.1-BLUSA ASSIMETRICA;18-1015-Shitake TC;GG;-1;0;-119,9;0;0;-119,9;05/03/2026
REST1528.1-BLUSA ASSIMETRICA;19-0515-Olive Night TC;G;1;119,9;119,9;0;0;119,9;05/03/2026
REST1528.2-CALÇA C/ CÓS DE ELASTICO;18-1015-Shitake TC;M;1;149,9;149,9;0;0;149,9;05/03/2026
REST1528.2-CALÇA C/ CÓS DE ELASTICO;18-1015-Shitake TC;G;-1;0;-149,9;0;0;-149,9;05/03/2026
REST1528.2-CALÇA C/ CÓS DE ELASTICO;19-0515-Olive Night TC;M;1;149,9;149,9;0;0;149,9;05/03/2026
REST1536.1-REGATA COM DETALHES EM RENDA;15-3919-SERENITY;P;1;109,9;109,9;0;0;109,9;05/03/2026
REST1536.1-REGATA COM DETALHES EM RENDA;15-3919-SERENITY;M;1;109,9;109,9;0;0;109,9;05/03/2026
REST1536.2-CALÇA BÁSICA COM CÓS DE ELÁSTICO;15-3919-SERENITY;P;2;139,9;279,8;0;0;279,8;05/03/2026
REST1539-VESTIDO BICOLOR ALÇAS FINAS;19-4024-Dress Blues TC;G;1;199,9;199,9;0;0;199,9;05/03/2026
REST1550.1-CAMISA MANGA CURTA LISA;11-0602-Snow White TC;P;1;159,9;159,9;0;0;159,9;05/03/2026
REST1550.2-CALÇA RETA COM BOLSO FACA;11-0602-Snow White TC;P;1;198,9;198,9;0;0;198,9;05/03/2026
REST1552.2-CALÇA RETA CÓS ELÁSTICO E AMARRAÇÃO;19-1524-Oxblood Red TC;GG;1;169,9;169,9;0;0;169,9;05/03/2026
REST1554-TSHIRT ESTAMPADA MANGA CURTA;19-0000-Raven TC;PP;1;109,9;109,9;0;0;109,9;05/03/2026
REST1554-TSHIRT ESTAMPADA MANGA CURTA;19-0000-Raven TC;P;1;109,9;109,9;0;0;109,9;05/03/2026
REST1554-TSHIRT ESTAMPADA MANGA CURTA;19-0000-Raven TC;M;1;109,9;109,9;0;11,41;98,49;05/03/2026
REST1558-BLUSA ALONGADA ASSIMÉTRICA;11-4300-Marshmallow TC;P;2;119,9;239,8;0;0;239,8;05/03/2026
REST1558-BLUSA ALONGADA ASSIMÉTRICA;11-4300-Marshmallow TC;M;1;119,9;119,9;0;12,45;107,45;05/03/2026
REST1558-BLUSA ALONGADA ASSIMÉTRICA;18-1148-Caramel Café;G;1;119,9;119,9;0;12,45;107,45;05/03/2026
REST1582-BLUSA TRICOLOR MANGA LONGA;11-0602-Snow White TC;M;1;114,9;114,9;0;0;114,9;05/03/2026
REST1676-BRACELETE METAL 3010792 R$ 49,90;1-Padrão;Padrão;1;49,9;49,9;0;0;49,9;05/03/2026
REST1690-KIT BRACELETE METAL 3011298 R$ 99,90;1-Padrão;Padrão;1;99,9;99,9;0;10,37;89,53;05/03/2026
REST3004-CINTO METAL ELOS REDONDOS 202222;5-NÍQUEL;Padrão;1;49,9;49,9;0;31,37;18,53;05/03/2026
RIT2922.1-CAMISA RECONDUÇÃO REST0600.1;CI24C003-XADREZ RUPRE V3;M;1;79,9;79,9;0;13,32;66,58;05/03/2026
REST0098-VESTIDO BALONE MANGAS BUFANTES;19-0000-Raven TC;P;-1;0;-159,9;0;0;-159,9;06/03/2026
REST0140-COLETE COM ELÁSTICO NA CINTURA;RAVEN-19-0000 BRIGHT HEARTS V1;PP;2;159,9;319,8;0;69,96;249,84;06/03/2026
REST0140-COLETE COM ELÁSTICO NA CINTURA;RAVEN-19-0000 BRIGHT HEARTS V1;P;1;159,9;159,9;0;34,98;124,92;06/03/2026
REST0140-COLETE COM ELÁSTICO NA CINTURA;RAVEN-19-0000 BRIGHT HEARTS V1;M;2;159,9;319,8;0;69,96;249,84;06/03/2026
REST0140-COLETE COM ELÁSTICO NA CINTURA;RAVEN-19-0000 BRIGHT HEARTS V1;G;1;159,9;159,9;0;34,98;124,92;06/03/2026
REST0156.1-CAMISA COM TUNEL LATERAL RECONDUÇÃO REST0025  (REST0156);15-2213-Bonbon;GG;-1;0;-129,9;0;0;-129,9;06/03/2026
REST0356-BLUSA GOLA ALTA E MG LONGA;16-5515-Beryl Green TC;P;1;59,9;59,9;0;39,94;19,96;06/03/2026
REST0643-MACACÃO COM PREGAS;19-0000-Raven TC;M;1;129,9;129,9;0;38,38;91,52;06/03/2026
REST0700-SAIA MIDI PLISSADA;11-0602-Snow White TC;PP;-1;0;-119,9;0;0;-119,9;06/03/2026
REST0918-VESTIDO MID TIGRADO RECONDUÇAO REST0620;19-1230-Friar Brown TC;M;-1;0;-139,9;0;0;-139,9;06/03/2026
REST0932.1-BLUSA C/ MEIA VISTA;19-1436-Cinnamon TC;G;1;169,9;169,9;0;84,95;84,95;06/03/2026
REST0932.2-CALÇA PIJAMA COM ELASTICO;19-1436-Cinnamon TC;G;1;165,9;165,9;0;82,95;82,95;06/03/2026
REST0992-CINTO MZD24280;19-0000-Raven TC;Padrão;1;39,9;39,9;0;0;39,9;06/03/2026
REST1101-BLUSA TRICOT C/ BORDADOS;12-0824-Pale Banana TC;GG;1;199,9;199,9;0;28,99;170,91;06/03/2026
REST1108-BLUSA GOLA POLO RETILÍNEA;19-1420-Deep Mahogany TC;PP;1;179,9;179,9;0;0;179,9;06/03/2026
REST1157.2-CALÇA COM PASSANTES DUPLOS;19-0000-Raven TC;M;1;199,9;199,9;0;118,91;80,99;06/03/2026
REST1279-VESTIDO MIDI C/ ALÇAS FINAS;19-0000-Raven TC;P;1;149,9;149,9;0;0;149,9;06/03/2026
REST1279-VESTIDO MIDI C/ ALÇAS FINAS;19-0000-Raven TC;M;1;149,9;149,9;0;89,17;60,73;06/03/2026
REST1279-VESTIDO MIDI C/ ALÇAS FINAS;19-4220-Dark Slate TC;M;-1;0;-149,9;0;0;-149,9;06/03/2026
REST1292.1-BLUSA DE LAISE;11-0601-Bright White TC;PP;-1;0;-169,9;0;0;-169,9;06/03/2026
REST1441-CALÇA JEANS CROPPED;1-Padrão;36;1;199,9;199,9;0;0;199,9;06/03/2026
REST1442-CALÇA JEANS BALLOON;1-Padrão;36;-1;0;-199,9;0;0;-199,9;06/03/2026
REST1491-VESTIDO LONGO COM DETALHE NO OMBRO;18-3921-Bijou Blue TC;M;1;129,9;129,9;0;81,15;48,75;06/03/2026
REST1494-VESTIDO DE ALÇA MIDI;ESTAMPADO-ESTAMPADO;M;1;159,9;159,9;0;58,99;100,91;06/03/2026
REST1495.3-COLETE JUSTO COM VISTA FUNCIONAL;19-1116-Olive Brown TC;M;1;99,9;99,9;0;0;99,9;06/03/2026
REST1516-BOLSA MINI BAG DE PALHA;16-1324-Lark TC;U;1;99,9;99,9;0;0;99,9;06/03/2026
REST1523.1-BLUSA MANGA CURTA MALHA CANELADA;18-0430-Avocado TC;PP;1;99,9;99,9;0;36,86;63,04;06/03/2026
REST1523.2-CALÇA RETA MALHA CANELADA;18-0430-Avocado TC;P;1;129,9;129,9;0;47,93;81,97;06/03/2026
REST1525.1-TSHIRT BÁSICA TRICOLOR;19-1118-Chestnut TC;P;1;129,9;129,9;0;47,93;81,97;06/03/2026
REST1525.2-CALÇA RETA BICOLOR;19-1118-Chestnut TC;P;1;129,9;129,9;0;47,93;81,97;06/03/2026
REST1536.1-REGATA COM DETALHES EM RENDA;15-3919-SERENITY;M;1;109,9;109,9;0;0;109,9;06/03/2026
REST1536.2-CALÇA BÁSICA COM CÓS DE ELÁSTICO;15-3919-SERENITY;M;1;139,9;139,9;0;0;139,9;06/03/2026
REST1541-VESTIDO MIDI CACHECOUER;17-5912-Dark Ivy TC;M;1;169,9;169,9;0;0;169,9;06/03/2026
REST1554-TSHIRT ESTAMPADA MANGA CURTA;19-0000-Raven TC;P;1;109,9;109,9;0;40,55;69,35;06/03/2026
REST1554-TSHIRT ESTAMPADA MANGA CURTA;19-0912-Chocolate Brown TC;PP;1;109,9;109,9;0;40,55;69,35;06/03/2026
REST1555-REGATA BASICA ESTAMPADA;19-1109-CHOCOLATE TORTE TCX;P;1;86,9;86,9;0;0;86,9;06/03/2026
REST1556-CALÇA COM ESTAMPA LATERAL;19-0915-Coffee Bean;P;1;169,9;169,9;0;0;169,9;06/03/2026
REST1558-BLUSA ALONGADA ASSIMÉTRICA;11-4300-Marshmallow TC;P;1;119,9;119,9;0;10;109,9;06/03/2026
REST1558-BLUSA ALONGADA ASSIMÉTRICA;11-4300-Marshmallow TC;M;1;119,9;119,9;0;6;113,91;06/03/2026
REST1558-BLUSA ALONGADA ASSIMÉTRICA;11-4300-Marshmallow TC;G;1;119,9;119,9;0;6;113,91;06/03/2026
REST1559-LENÇO FLORES + POÁ 90X90;1-Padrão;Padrão;1;69,9;69,9;0;37,77;32,13;06/03/2026
REST1568-VESTIDO REGATA LONGO;19-2430-Purple Potion TC;M;1;159,9;159,9;0;0;159,9;06/03/2026
REST1580-BODY COM GOLA ALTA;11-0602-Snow White TC;P;1;79,9;79,9;0;29,48;50,42;06/03/2026
REST1580-BODY COM GOLA ALTA;19-0000-Raven TC;P;1;79,9;79,9;0;29,48;50,42;06/03/2026
REST1580-BODY COM GOLA ALTA;19-1420-Deep Mahogany TC;P;1;79,9;79,9;0;29,48;50,42;06/03/2026
REST1587.1-BLUSA GOLA DEGAGÊ;19-1535-VINHO (Syrah TCX);P;1;99,9;99,9;0;0;99,9;06/03/2026
REST1587.2-CALÇA COM AMARRAÇÃO;19-1535-VINHO (Syrah TCX);P;1;139,9;139,9;0;0;139,9;06/03/2026
REST1660-BRINCO METAL 1063047 R$ 29,90;1-Padrão;Padrão;1;29,9;29,9;0;20,19;9,71;06/03/2026
REST3004-CINTO METAL ELOS REDONDOS 202222;4-DOURADO;Padrão;1;49,9;49,9;0;0;49,9;06/03/2026
RIT2866-VESTIDO MIDI RECONDUÇÃO REST0620;13-1109-Bisque TC;P;-1;0;-79,9;0;0;-79,9;06/03/2026
RIT2888.1-CAMISA RECONDUÇÃO REST0605.1;18-1662-Flame Scarlet TC;GG;-1;0;-79,9;0;0;-79,9;06/03/2026
RIT2888.2-CALÇA RECONDUÇÃO REST0605.2;18-1662-Flame Scarlet TC;GG;-1;0;-69,9;0;0;-69,9;06/03/2026
RIT2904-VESTIDO MEIA VISTA RECONDUÇÃO REST0647;19-0000-Raven TC;P;2;89,9;179,8;0;39,34;140,46;06/03/2026
RIT2904-VESTIDO MEIA VISTA RECONDUÇÃO REST0647;19-0000-Raven TC;M;2;89,9;179,8;0;39,34;140,46;06/03/2026
RIT2904-VESTIDO MEIA VISTA RECONDUÇÃO REST0647;19-0000-Raven TC;G;2;89,9;179,8;0;39,34;140,46;06/03/2026
RIT2904-VESTIDO MEIA VISTA RECONDUÇÃO REST0647;19-0000-Raven TC;GG;1;89,9;89,9;0;19,67;70,23;06/03/2026
REST0129.2-CALÇA AMASSADA (REST0130);19-0000-Raven TC;M;1;119,9;119,9;0;34,26;85,64;07/03/2026
REST0180.2-SAIA RETA C/ BOLSOS (REST0182);19-0000-Raven TC;P;1;129,9;129,9;0;29,54;100,36;07/03/2026
REST0223.2-CALÇA LINHO C/ PREGAS (REST0224);15-2718-Fuchsia Pink TC;P;1;139,9;139,9;0;31,81;108,09;07/03/2026
REST0337-CALÇA DE ALFAIATARIA COM BOTÃO;18-0625-Martini Olive;GG;1;169,9;169,9;0;69,61;100,29;07/03/2026
REST0339-CAMISA C/ BABADOS NA MANGA;18-1763-High Risk Red TC;M;1;119,9;119,9;0;24,25;95,65;07/03/2026
REST0424-BLUSA C/ BOTÃO FRENTE DIFERENCIADO;11-0602-Snow White TC;M;1;119,9;119,9;0;31,77;88,13;07/03/2026
REST0427.2-CALÇA RETA (REST0417);18-1163-Pumpkin Spice;GG;1;149,9;149,9;0;61,41;88,49;07/03/2026
REST0630.1-TOP COM LAÇOS;16-1526-Terra Cotta TC;PP;1;79,9;79,9;0;25,51;54,39;07/03/2026
REST0630.2-SAIA MIDI AMARRAÇÃO;19-0000-Raven TC;P;1;89,9;89,9;0;23,82;66,08;07/03/2026
REST0690-SAIA DE TRICOLINE LISTRADA PLISSADA;19-3940-Blue Depths TC;PP;1;156,9;156,9;0;36,56;120,34;07/03/2026
REST0848-BLUSA GOLA ALTA;12-0917-Bleached Apricot TC;P;1;79,9;79,9;0;14,86;65,04;07/03/2026
REST0873.2-CALÇA WIDE BOLSO CARGA;19-1526-Dark Red Brown TC;GG;1;179,9;179,9;0;83,27;96,63;07/03/2026
REST0909.2-CALÇA C/ PREGAS FRONTAIS;19-0840-DELICIOSO TCX;P;0;0;0;0;35,14;-35,14;07/03/2026
REST0909.3-COLETE COM BOTÕES;19-0840-DELICIOSO TCX;M;-1;0;-159,9;0;0;-159,9;07/03/2026
REST0912.2-CALÇA RETA;19-0000-Raven TC;PP;1;179,9;179,9;0;50,62;129,28;07/03/2026
REST0912.2-CALÇA RETA;19-0000-Raven TC;P;1;179,9;179,9;0;33,46;146,44;07/03/2026
REST0955.1-BLUSA GOLO POLO;19-0000-Raven TC;G;1;115,9;115,9;0;12,09;103,81;07/03/2026
REST0958.1-BLUSA BICOLOR C/ V NO DECOTE;19-1116-Olive Brown TC;G;1;169,9;169,9;0;84,95;84,95;07/03/2026
REST0960-JAQUETA ALONGADA;19-1526-Dark Red Brown TC;G;1;349,9;349,9;0;161,96;187,94;07/03/2026
REST0970-BLUSA DE RENDA C/ MANGA DE BABADOS;19-0000-Raven TC;P;1;169,9;169,9;0;84,95;84,95;07/03/2026
REST0978-CAMISA C/ TACHAS;11-0601-Bright White TC;G;1;189,9;189,9;0;118,81;71,09;07/03/2026
REST0982.1-JAQUETA C/ BOLSOS FRONTAIS;19-0000-Raven TC;G;1;239,9;239,9;0;119,95;119,95;07/03/2026
REST0995.1-BLUSA C/ AMARRAÇÃO;19-0000-Raven TC;GG;1;159,9;159,9;0;74,01;85,89;07/03/2026
REST1028-BATA BABADOS;11-0602-Snow White TC;M;1;159,9;159,9;0;0;159,9;07/03/2026
REST1031.2-BERMUDA RETA (REST0173);19-1223-Downtown Brown;G;1;179,9;179,9;0;89,95;89,95;07/03/2026
REST1031.2-BERMUDA RETA (REST0173);19-1223-Downtown Brown;GG;1;179,9;179,9;0;73,7;106,2;07/03/2026
REST1035.2-COLETE PEPLUN;18-1048-Monk?s Robe TC;GG;1;169,9;169,9;0;84,95;84,95;07/03/2026
REST1037.1-COLETE ALONGADO RECONDUÇAO DA RRST0264;19-0000-Raven TC;G;1;215,9;215,9;0;99,93;115,97;07/03/2026
REST1037.1-COLETE ALONGADO RECONDUÇAO DA RRST0264;19-1121-Pinecone TC;G;1;215,9;215,9;0;99,93;115,97;07/03/2026
REST1037.2-CALÇA RETA  RECONDUÇAO REST0806;19-0000-Raven TC;M;1;169,9;169,9;0;0;169,9;07/03/2026
REST1049.1-REGATA DECOTE V;12-1404-Pink Tint TC;M;1;99,9;99,9;0;40,93;58,97;07/03/2026
REST1049.2-CALÇA DE MALHA;12-1404-Pink Tint TC;GG;1;135,9;135,9;0;55,68;80,22;07/03/2026
REST1060-CAMISA COM BOTÃO JOIA RECONDUÇÃO CSAI250876;11-0601-Bright White TC;M;1;179,9;179,9;0;112,56;67,34;07/03/2026
REST1063.1-BLUSA MANGA LONGA C/ CINTO;19-0000-Raven TC;G;1;139,9;139,9;0;69,95;69,95;07/03/2026
REST1069.1-COLETE ALONGADO BOLSO FAKE;12-0826-Golden Haze TC;P;1;219,9;219,9;0;74,89;145,01;07/03/2026
REST1069.2-CALÇA C/ PASSANTE LATERAL;19-0000-Raven TC;M;1;249,9;249,9;0;85,11;164,79;07/03/2026
REST1073.1-JAQUETA AMPLA;17-1320-Tannin TC;P;1;195,9;195,9;0;51,91;143,99;07/03/2026
REST1080.1-BLUSA ASSIMETRICA;19-0000-Raven TC;M;1;109,9;109,9;0;22,23;87,67;07/03/2026
REST1080.2-SAIA RETA ESTAMPADA;11-0602-Snow White TC;G;1;119,9;119,9;0;18,45;101,45;07/03/2026
REST1088-BLUSA COM AMARRAÇAO;19-0000-Raven TC;P;1;129,9;129,9;0;26,28;103,62;07/03/2026
REST1090-CAMISA COM FBABADO NA VISTA;19-3950-Deep Ultramarine TC;P;1;179,9;179,9;0;112,56;67,34;07/03/2026
REST1101-BLUSA TRICOT C/ BORDADOS;12-0824-Pale Banana TC;M;1;199,9;199,9;0;50,42;149,48;07/03/2026
REST1101-BLUSA TRICOT C/ BORDADOS;15-3919-SERENITY;G;1;199,9;199,9;0;99,95;99,95;07/03/2026
REST1105.2-SAIA MID DE LISTRAS;18-4041-Star Sapphire TC;P;1;185,9;185,9;0;62,65;123,25;07/03/2026
REST1147.2-SAIA PEPLUN RISCA;19-0000-Raven TC;P;1;139,9;139,9;0;0;139,9;07/03/2026
REST1159-CORSET ESTRUTURADO;19-0000-Raven TC;PP;1;169,9;169,9;0;0;169,9;07/03/2026
REST1165.2-CALÇA COM PREGAS;18-1444-Red Earth TC;P;1;179,9;179,9;0;47,67;132,23;07/03/2026
REST1171-CALÇA FEMININA CINTURA ALTA BALOOM - CF203;DENIN-DENIN;38;1;149,9;149,9;0;0;149,9;07/03/2026
REST1176-CALÇA FEMININA CINTURA ALTA BOLSO CARPINTEIRO - CF245;DENIN-DENIN;38;1;159,9;159,9;0;0;159,9;07/03/2026
REST1186-CAMISA LINHO MANGA LONGA;14-3710-Orchid Petal TC;P;1;169,9;169,9;0;0;169,9;07/03/2026
REST1237-CINTO COM FIVELA DE TRANSPASSE;17-1224-Camel TC;Padrão;1;39,9;39,9;0;0;39,9;07/03/2026
REST1244.1-BLUSA MANGA CURTA;19-4052-Classic Blue TC;P;1;89,9;89,9;0;22,68;67,22;07/03/2026
REST1244.2-CALÇA RETA;19-4052-Classic Blue TC;P;2;179,9;359,8;0;5,09;354,71;07/03/2026
REST1244.2-CALÇA RETA;19-4052-Classic Blue TC;M;1;179,9;179,9;0;45,38;134,52;07/03/2026
REST1257-CAMISA COM BOLSO;19-4027-Estate Blue;M;1;179,9;179,9;0;0;179,9;07/03/2026
REST1262-VESTIDO DE ALÇAS COM ESTAMPA LOCAL;CC0161-E-RSV26L007 PAPOLAS (VESTIDO FT E REC FT REST1262) - NEO DS SA;M;1;239,9;239,9;0;60,84;179,06;07/03/2026
REST1266-VESTIDO DE ALÇA COM PASSANTE;19-3923-Navy Blazer;P;1;179,9;179,9;0;0;179,9;07/03/2026
